Date,Open,High,Low,Close,Adj Close,Volume
2023-11-10,361.489990,370.100006,361.070007,369.670013,368.240265,28042100
2023-11-13,368.220001,368.470001,365.899994,366.679993,365.261810,19986500
2023-11-14,371.010010,371.950012,367.350006,370.269989,368.837921,27683900
2023-11-15,371.279999,373.130005,367.109985,369.670013,368.987671,26860100
2023-11-16,370.959991,376.350006,370.179993,376.170013,375.475677,27182300
2023-11-17,373.609985,374.369995,367.000000,369.850006,369.167328,40157000
2023-11-20,371.220001,378.869995,371.000000,377.440002,376.743317,52465100
2023-11-21,375.670013,376.220001,371.119995,373.070007,372.381378,28423100
2023-11-22,378.000000,379.790009,374.970001,377.850006,377.152557,23345300
